PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
195828130,19006535,26,2019-01-10T21:30:00,"Wilner Dr & East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,CONTRABAND,5123 Contraband.,1306,9,2,-79.8711474662664,40.4551122165632
196064068,19009233,99,2019-01-14T21:30:00,"5th Ave & Craft Ave Pittsburgh, PA 15213",N,West Oakland,4,FOUND PROPERTY,9489 Found Property,402,6,3,-79.963935748135,40.4378498220511
197756022,19025238,11,2019-02-08T11:39:00,"800 Block Blossom Way Pittsburgh, PA 15212",Y,East Allegheny,1,THEFT BY DECEPTION,3922 Theft by Deception.,2304,1,1,-79.9972496956059,40.4570507933606
197146805,19019368,6,2019-01-19T11:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1106,9,2,-79.9086078732226,40.4703805557972
-3250002008,19019357,0,2019-01-30T15:11:00,"4400 Block Basic Ave Pittsburgh, PA 15207",N,New Homestead,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Entrapment,3103,,,0,0
197265250,19020068,6,2019-01-31T17:52:00,"400 Block Michigan St Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1809,3,5,-80.0001980348767,40.4156958342055
197318130,19020567,20,2019-02-01T13:28:00,"1400 Block Village Rd Pittsburgh, PA 15205",Y,Fairywood,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2808,2,5,-80.0765485716025,40.4498980922667
197321103,19020634,6,2019-01-31T21:15:00,"100 Block Tecumseh St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,,,0,0
197321302,18235686,9,2019-02-01T16:40:00,"Beechwood Blvd & Lilac St Pittsburgh, PA 15217",Y,South Oakland,4,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities,409,5,3,-79.9275825969742,40.4230513436442
197326573,19020667,99,2019-02-01T19:59:00,"1600 Block Antrim St Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,1,1,-80.0375720149799,40.4753022277362
195981072,19008752,27,2019-01-14T07:00:00,"200 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.0143467542888,40.432933193369
196828419,19015879,11,2019-01-25T10:15:00,"5800 Block Northumberland St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,BAD CHECKS,4105(a)(1) Bad Checks,1403,8,3,-79.9233366419934,40.4414229997783
197326818,19020747,10,2019-02-01T19:21:00,"Madison Ave & Tripoli St Pittsburgh, PA 15212",Y,East Allegheny,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,2304,1,1,-79.9976282873579,40.456587371188
197340780,19021137,99,2019-02-02T11:44:00,"2100 Block Whited St Pittsburgh, PA 15210",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3206,4,5,-80.0028839965615,40.3962985689137
197351572,19021380,27,2019-02-02T19:13:00,"Woodruff St & Saw Mill Run Blvd Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving,1903,2,5,-80.0199299522882,40.4258728267517
197361273,19021480,10,2019-02-02T13:00:00,"900 Block Woodlow St Pittsburgh, PA 15205",Y,Crafton Heights,6,INTIMIDATION  WITNESS/VICTIMS,4952 Intimidation of Witnesses or Victims / 9093 Indirect Criminal Contempt,2814,2,5,-80.0523506900023,40.4458191418835
197384439,19021898,6,2019-02-02T21:00:00,"1900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2614,,,0,0
197386435,19021486,0,2019-02-02T22:34:00,"Mt Pleasant Rd & Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,99,3746 Immediate Notice of Accident to Police Department / 3742 Accidents Involving Death or Personal Injury,2609,1,1,-80.0001892400117,40.4777501250849
197387350,19021922,10,2019-02-03T16:27:00,"900 Block Roselle  Ct Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT,2709(a) Harassment.,1515,,,0,0
196598889,19013963,27,2019-01-22T12:00:00,"5100 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,7,2,-79.9427372425795,40.4647828011956
196775527,19015354,6,2019-01-24T08:00:00,"600 Block W Warrington Ave Pittsburgh, PA 15226",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,3,5,-79.9972070893429,40.4215599781998
196823337,19015826,27,2019-01-25T07:45:00,"1000 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-80.0021693180725,40.4558718207217
197418632,19022342,99,2019-02-04T10:00:00,"600 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2609,1,1,-79.9994473921099,40.4768008945595
197270622,19020198,10,2019-01-31T21:57:00,"60 Block Elmore St Pittsburgh, PA 15219",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 6110.2 Possesion of Firearm with Altered Mfg. Number,201,6,3,-79.9779705983838,40.445899095132
197275778,19020222,29,2019-01-31T23:11:00,"4500 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1414,5,3,-79.925939048236,40.4176069600026
197279324,19020257,4,2019-02-01T00:50:00,"100 Block Home St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AGG-ASSAULT,2702 Aggravated Assault. / 3502 Burglary.,901,3,3,-79.9540611915106,40.4321285558316
197281392,19020337,99,2019-02-01T03:59:00,"300 Block Ingomar St Pittsburgh, PA 15216",Y,Beechview,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1920,,,0,0
197297912,19020442,14,2019-02-01T09:40:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2018,2,5,-80.0492559577887,40.4532999321777
197297927,19020385,3,2019-02-01T06:15:00,"Southern Ave & Sandwich St Pittsburgh, PA 15211",N,Mount Washington,3,ROBBERY,3701 Robbery. / 2701 Simple Assault.,1914,2,5,-80.0096494658963,40.4251644240528
197305003,19020455,0,2019-02-01T10:45:00,"1600 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,99,7615(a)(1) Computer Trespass - Remove Data / 7613(a) Computer Theft,2406,1,1,-79.9835621773248,40.4627512953769
197306475,19019916,27,2019-01-31T08:00:00,"5600 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9252013689438,40.4323828221901
197312053,19020588,99,2019-01-31T08:15:00,"Forbes Ave & Morewood Ave Pittsburgh, PA 15213",N,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1401,8,3,-79.9430046520408,40.4446549984927
197313593,19020543,0,2019-02-01T12:48:00,"Pa-65 Rte & McKees Rocks  Brg Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2701,1,1,-80.0431065397516,40.4788544480417
197326356,19020693,27,2019-02-01T17:40:00,"Fort Pitt Blvd & Wood St Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.002628816283,40.4374116049533
196881105,19016746,27,2019-01-26T14:30:00,"800 Block Tripoli St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-79.9975962291269,40.4566022587224
196887386,19017058,0,2019-01-27T01:08:00,"100 Block Capital Ave Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1917,4,5,-80.0187664597434,40.4053580550975
196887682,19016899,6,2019-01-26T20:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1115,,,0,0
196895703,19017231,3,2019-01-26T11:59:00,"6400 Block Dean St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,ROBBERY,3701 Robbery. / 2706 Terroristic Threats.,1203,9,2,-79.9057430066015,40.4692482157972
196001227,19008920,23,2019-01-14T13:35:00,"Garrison Pl & Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9970406022857,40.4431831080777
196931521,19017853,10,2019-01-28T08:49:00,"S 18th St & Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,HARRASSMENT,2709(a) Harassment.,1706,3,0,-79.9864606327137,40.4176404448221
197493808,19023052,10,2019-02-04T14:06:00,"6300 Block Deary St Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,2709 Harassment (Non-Specific),1113,,,0,0
197326772,19020722,18,2019-02-01T18:25:00,"Ellsworth Ave & Colonial Pl Pittsburgh, PA 15232",Y,Shadyside,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 1301 Registration and Certificate of Title Required.,703,8,2,-79.9392429649226,40.4518915813093
197334420,19021025,99,2019-02-02T05:54:00,"3800 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2701,1,1,-80.0356961105039,40.484558043147
197337193,19021090,27,2019-02-02T10:11:00,"60 Block S 25th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.9697996764744,40.4284226593093
197338204,19020608,0,2019-02-01T14:51:00,"Stanwix St & 4th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,201,6,6,-80.0043926013056,40.4405356701088
-3298000842,19021111,6,2019-02-02T10:30:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1920,4,5,-80.0249864202737,40.4104849026848
-3298000848,19021050,99,2019-02-02T08:30:00,"1300 Block Kirsopp Ave Pittsburgh, PA 15220",N,Banksville,6,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2023,2,5,-80.0406247667482,40.4124558677201
197339455,19021162,99,2019-02-02T12:35:00,"5600 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,FOUND DRUGS,9489 Found Property / 9017 Found Drugs,1115,9,2,-79.9302782071914,40.4630199063802
197347444,19020910,23,2019-02-02T01:19:00,"2100 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1609,3,3,-79.9760719669211,40.4283146103025
197351273,19021409,99,2019-02-02T20:04:00,"Asteroid Way & Manton Way Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.9932647304461,40.4213134083037
195872020,19006912,6,2019-01-11T11:08:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,708,,,0,0
196416833,19012443,0,2019-01-19T19:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,99,2709(a)(2) Harassment by Following Person in Public Place(s),2304,1,1,-80.0009078039902,40.4508935599436
196830535,19015814,99,2019-01-25T07:00:00,"100 Block E Cherryhill St Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2902,4,3,-79.9880322512686,40.398513597332
197128818,19019223,29,2019-01-30T10:35:00,"500 Block Larimer Ave Pittsburgh, PA 15206",N,Larimer,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1204,9,2,-79.9144741929369,40.4652848225183
197366605,19021642,21,2019-02-03T04:14:00,"Mazeroski Way & Reedsdale St Pittsburgh, PA 15212",Y,North Shore,1,DUI - CONTROLLED SUBSTANCE - SCHEDULE I,3802(d)(1)(i) DUI - Controlled Substance - Schedule I / 3714 Careless Driving,2205,1,6,-80.0079431850115,40.448369296424
197391226,19020846,27,2019-02-01T22:30:00,"Saw Mill Run Blvd & Liberty Tunl Pittsburgh, PA 15211",N,Beltzhoover,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1809,,,0,0
197397511,19022166,0,2019-02-04T02:48:00,"500 Block S Graham St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Forced Entry / 94951 Attempted Suicide,709,8,2,-79.9364901322443,40.456543901304
197430114,19022384,10,2019-02-04T10:20:00,"1600 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",2507,6,1,-80.015761536998,40.4579692938646
197460443,19022559,99,2019-02-04T15:37:00,"500 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,AIDED CASE,9497 Aided Case,2615,6,1,-80.0166941137435,40.4710051349024
-3266003660,19022711,99,2019-02-04T19:02:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),507,6,3,-79.9519916893081,40.4519096523395
197471388,19022769,0,2019-02-04T20:26:00,"California Ave & Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,3742 Accidents Involving Death or Personal Injury,2701,1,1,-80.0410821651762,40.4800753145543
195931213,19007924,6,2019-01-12T19:30:00,"300 Block 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.99945506805,40.4416587139748
195956262,19008272,5,2019-01-12T21:30:00,"2300 Block Reed St Pittsburgh, PA 15219",N,Middle Hill,2,BURGLARY,3502 Burglary.,501,6,3,-79.974032148585,40.4435228843382
195969092,19008479,4,2019-01-13T20:10:00,"500 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,510,,,0,0
195972606,19008633,99,2019-01-14T01:59:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.9974088316752,40.4415332222525
196062545,19009504,10,2019-01-15T11:00:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709 Harassment (Non-Specific),1918,4,5,-80.0216956268774,40.3945911346561
196448893,19012887,27,2019-01-20T15:39:00,"1700 Block Metropolitan St Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2108,6,1,-80.031662043887,40.4565415467179
196449714,19012919,99,2019-01-20T16:53:00,"500 Block Loretto Rd Pittsburgh, PA 15217",N,Greenfield,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1517,5,3,-79.9397965755216,40.4209461643398
196731413,19014947,5,2019-01-23T20:00:00,"1300 Block Pointview St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.8984915302512,40.4666177190917
196732696,19014979,10,2019-01-23T22:45:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 9093 Indirect Criminal Contempt,2902,4,3,-79.9901999851368,40.4040717030521
196833010,19015673,0,2019-01-25T00:21:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9841490514312,40.42880715024
196857146,19016280,16,2019-01-25T21:25:00,"100 Block Washington Pl Pittsburgh, PA 15219",Y,Central Business District,2,PROSTITUTION,5902(a)(1) Prostitution  / 907 Possessing Instruments of Crime.,201,9,2,-79.9063160488078,40.4646287821358
197330961,19020906,10,2019-02-02T01:00:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",Y,Central Business District,3,SIMPLE ASSAULT,2701 Simple Assault.,2902,4,3,-79.9875088066487,40.3960603966567
197334167,19020955,0,2019-02-02T02:34:00,"600 Block Morewood Ave Pittsburgh, PA 15213",Y,Shadyside,4,99,"5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury",709,8,2,-79.9430571773875,40.4508558610197
197334381,19021031,99,2019-02-02T06:40:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,201,,,-79.8796553236592,40.4461196784598
197338750,19021170,27,2019-02-01T11:00:00,"400 Block Edgemont St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.0005935867897,40.4222565926704
197339682,19021152,6,2019-02-02T08:00:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.9472120826774,40.4065684901725
197342539,19021271,5,2019-02-02T16:00:00,"7100 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,BURGLARY,3502 Burglary.,1405,9,2,-79.9016578419878,40.4525302921803
197354524,19021463,18,2019-02-02T21:55:00,"Bidwell St & Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2107,6,1,-80.0209899143194,40.4540383591999
197354661,19021385,18,2019-02-02T19:11:00,"400 Block Chautauqua St Pittsburgh, PA 15214",Y,Perry South,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3323 Stop Signs and Yield Signs.,2614,6,1,-80.0143771915585,40.4655498114758
195886037,19007042,26,2019-01-10T15:01:00,"1300 Block Alton St Pittsburgh, PA 15216",N,Beechview,6,LURING CHILD INTO MOTOR VEHICLE,2910 Luring a Child into a Motor Vehicle.,1916,4,5,-80.0213591733237,40.4139554038983
-3181016828,19007242,0,2019-01-11T23:06:00,"7300 Block Upland St Pittsburgh, PA 15206",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,,,0,0
195910372,19007423,6,2019-01-12T05:35:00,"50 Block 11th St Pittsburgh, PA 15222",N,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,509,3,3,-79.9876755376991,40.428967496273
195955011,19008203,6,2019-01-13T11:05:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,708,,,0,0
195969153,19008486,99,2019-01-13T20:20:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,3,3,-79.9876755376991,40.428967496273
195969305,19008536,99,2019-01-13T21:46:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9974088316752,40.4415332222525
196132732,19010105,6,2019-01-16T07:30:00,"7000 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1406,8,3,-79.9063083105985,40.4508496642536
196138649,19010164,14,2019-01-16T09:00:00,"2000 Block Brighton Rd Pittsburgh, PA 15212",N,Perry South,1,CRIM MISCHIEF,3304 Criminal Mischief.,2614,6,1,-80.0186813123781,40.4613803639317
-3261061994,19009600,26,2019-01-15T13:45:00,"1100 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL TRESPASS,3503 Criminal Trespass,2022,2,5,-80.0617217721459,40.4543731584461
196192505,19010542,6,2019-01-16T12:00:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1115,,,0,0
196646722,19014351,10,2019-01-23T01:45:00,"6300 Block Ebdy St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT,2701 Simple Assault.,1414,5,3,-79.9237393123339,40.424428129769
196769792,19015342,99,2019-01-24T12:49:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9967621340552,40.4411412816935
196906411,19017382,6,2019-01-27T02:00:00,"1100 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.987467943277,40.4277109585708
196907595,19017439,3,2019-01-27T15:27:00,"600 Block Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.9974088316752,40.4415332222525
196907960,19017116,0,2019-01-27T02:19:00,"S 18th St & Sidney St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9804717352527,40.429686859093
